2706.99229100 0.00188115 0.00188115
2706.88401600 0.00087067 0.00087067
2706.77574500 0.00043413 0.00043413
2706.66747800 0.00032951 0.00032951
2706.55921500 0.00038223 0.00038223
2706.45095700 0.00078094 0.00078094
2706.34270400 0.00174026 0.00174026
2706.23445400 0.00444529 0.00444529
2706.12620900 0.00261093 0.00261093
2706.01796900 0.00078935 0.00078935
2705.90973200 0.00041473 0.00041473
2705.80150000 0.00028913 0.00028913
2705.69327200 0.00024282 0.00024282
2705.58504900 0.00030333 0.00030333
2705.47683000 0.00039124 0.00039124
2705.36861500 0.00019000 0.00019000
2705.26040500 0.00016165 0.00016165
2705.15219900 0.00030602 0.00030602
2705.04399700 0.00020855 0.00020855
2704.93579900 0.00022034 0.00022034
2704.82760600 0.00055354 0.00055354
2704.71941800 0.00222061 0.00222061
2704.61123300 0.00230862 0.00230862
2704.50305300 0.00171351 0.00171351
2704.39487700 0.00078585 0.00078584
2704.28670600 0.00043966 0.00043966
2704.17853900 0.00035206 0.00035206
2704.07037600 0.00036614 0.00036614
2703.96221700 0.00016112 0.00016112
2703.85406300 0.00015907 0.00015907
2703.74591300 0.00015284 0.00015284
2703.63776800 0.00024622 0.00024622
2703.52962700 0.00027373 0.00027373
2703.42149000 0.00017453 0.00017453
2703.31335700 0.00041270 0.00041270
2703.20522900 0.00038022 0.00038022
2703.09710500 0.00089394 0.00089394
2702.98898600 0.00042880 0.00042880
2702.88087000 0.00047602 0.00047602
2702.77275900 0.00078719 0.00078719
2702.66465300 0.00080391 0.00080391
2702.55655100 0.00029033 0.00029033
2702.44845300 0.00042626 0.00042626
2702.34035900 0.00050889 0.00050889
2702.23227000 0.00107543 0.00107543
2702.12418500 0.00282395 0.00282395
2702.01610400 0.00097530 0.00097530
2701.90802800 0.00067418 0.00067418
2701.79995600 0.00026597 0.00026597
2701.69188800 0.00023172 0.00023172
2701.58382500 0.00021980 0.00021980
2701.47576600 0.00014399 0.00014399
2701.36771100 0.00013483 0.00013483
2701.25966100 0.00015872 0.00015872
2701.15161500 0.00009610 0.00009610
2701.04357300 0.00010081 0.00010081
2700.93553500 0.00013360 0.00013360
2700.82750200 0.00012090 0.00012090
2700.71947400 0.00010034 0.00010034
2700.61144900 0.00014040 0.00014040
2700.50342900 0.00013687 0.00013687
2700.39541300 0.00022654 0.00022654
2700.28740200 0.00015059 0.00015059
2700.17939400 0.00011561 0.00011561
2700.07139200 0.00010966 0.00010966
