Wavelength (nm),Transmittance
2221.442885771543,0.996867
2223.446893787575,0.9964820000000001
2225.450901803607,0.9950100000000001
2227.4549098196394,0.9904
2229.4589178356714,0.9527140000000001
2231.4629258517034,0.871799
2233.4669338677354,0.9660740000000001
2235.4709418837674,0.990591
2237.4749498997994,0.994348
2239.4789579158314,0.994909
2241.482965931864,0.99575
2243.486973947896,0.9952100000000002
2245.490981963928,0.9895670000000001
2247.49498997996,0.9325080000000001
2249.498997995992,0.9731740000000001
2251.503006012024,0.993379
2253.507014028056,0.99611
2255.5110220440883,0.9969
2257.51503006012,0.993817
2259.5190380761524,0.997387
2261.5230460921844,0.997581
2263.5270541082164,0.9974230000000001
2265.5310621242484,0.9964470000000001
2267.5350701402804,0.996306
2269.539078156313,0.9926540000000001
2271.5430861723444,0.9562680000000001
2273.547094188377,0.9655610000000001
2275.551102204409,0.993391
2277.555110220441,0.996661
2279.559118236473,0.997514
2281.563126252505,0.9977660000000002
2283.567134268537,0.9954130000000001
2285.571142284569,0.99771
2287.5751503006013,0.9980870000000002
2289.5791583166333,0.9982440000000001
2291.5831663326653,0.9982879999999998
2293.5871743486973,0.998289
2295.5911823647293,0.9982879999999998
2297.5951903807613,0.9982970000000002
2299.5991983967933,0.998268
2301.603206412826,0.998138
2303.607214428858,0.9981950000000002
2305.61122244489,0.9981660000000001
2307.615230460922,0.9980970000000001
2309.619238476954,0.9979579999999999
2311.623246492986,0.997822
2313.627254509018,0.9975100000000001
2315.6312625250503,0.9970740000000001
2317.635270541082,0.9961390000000001
2319.6392785571143,0.9938870000000001
2321.6432865731463,0.9854920000000003
2323.6472945891783,0.866254
2325.6513026052103,0.8225639999999999
2327.6553106212423,0.982937
2329.6593186372747,0.989889
2331.6633266533063,0.991086
2333.6673346693387,0.990686
2335.6713426853707,0.996297
2337.6753507014027,0.9962930000000001
2339.6793587174348,0.996858
2341.6833667334668,0.996337
2343.6873747494988,0.9968120000000001
2345.6913827655308,0.9963
2347.695390781563,0.996502
2349.699398797595,0.9955610000000001
2351.703406813627,0.9927190000000001
2353.7074148296592,0.978531
2355.7114228456912,0.8725020000000001
2357.7154308617232,0.838711
2359.7194388777552,0.982715
2361.7234468937877,0.993719
2363.7274549098197,0.9956909999999999
2365.7314629258517,0.9958860000000002
2367.7354709418837,0.995589
2369.7394789579157,0.994125
2371.7434869739477,0.9918830000000001
2373.7474949899797,0.9712970000000001
2375.751503006012,0.9034930000000001
2377.7555110220437,0.9811830000000001
2379.759519038076,0.993114
2381.763527054108,0.9916890000000002
2383.76753507014,0.995487
2385.771543086172,0.996508
2387.775551102204,0.996901
2389.7795591182366,0.995671
2391.783567134268,0.9947450000000001
2393.7875751503007,0.9954620000000001
2395.7915831663327,0.9907320000000001
2397.7955911823647,0.9121540000000001
2399.7995991983967,0.961086
2401.8036072144287,0.982518
2403.8076152304607,0.98828
2405.8116232464927,0.9948
2407.815631262525,0.994872
2409.819639278557,0.992829
2411.823647294589,0.990694
2413.827655310621,0.972597
2415.831663326653,0.747798
2417.835671342685,0.926801
2419.839679358717,0.9862790000000001
2421.8436873747496,0.9923830000000001
2423.8476953907816,0.9922830000000001
2425.8517034068136,0.9627540000000001
2427.8557114228456,0.9165980000000001
2429.8597194388776,0.992196
2431.8637274549096,0.9945250000000001
2433.8677354709416,0.993763
2435.871743486974,0.98821
2437.8757515030056,0.9384880000000001
2439.879759519038,0.945716
2441.88376753507,0.9680180000000002
2443.887775551102,0.9699450000000001
2445.891783567134,0.888194
2447.895791583166,0.9839110000000002
2449.8997995991986,0.9927220000000001
2451.90380761523,0.9929780000000001
2453.9078156312626,0.994656
2455.9118236472946,0.997309
2457.9158316633266,0.997676
2459.9198396793586,0.9977410000000001
2461.9238476953906,0.9973410000000003
2463.9278557114226,0.9977880000000001
2465.9318637274546,0.9972710000000001
2467.935871743487,0.9977110000000001
2469.939879759519,0.9974179999999999
2471.943887775551,0.9967440000000001
2473.947895791583,0.996256
2475.951903807615,0.997047
2477.955911823647,0.9958660000000001
2479.959919839679,0.9955560000000001
2481.9639278557115,0.9922700000000001
2483.9679358717435,0.972376
2485.9719438877755,0.8579210000000002
2487.9759519038075,0.939931
2489.9799599198395,0.989334
2491.9839679358715,0.9947839999999999
2493.9879759519035,0.9962720000000002
2495.991983967936,0.9972750000000001
2497.995991983968,0.9976620000000002
2500.0,0.997879
